Via,UF,País,mes,ano,Chegadas,Continente,Mês
Aérea,Distrito Federal,Polônia,Junho,2025,14,,
Terrestre,Amazonas,Polônia,Junho,2025,2,,
Terrestre,Roraima,Polônia,Junho,2025,1,,
Terrestre,Roraima,Polônia,Junho,2025,1,,
Terrestre,Amapá,Polônia,Junho,2025,1,,
Terrestre,Paraná,Polônia,Junho,2025,32,,
Terrestre,Paraná,Polônia,Junho,2025,78,,
Terrestre,Rio Grande do Sul,Polônia,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Polônia,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Polônia,Junho,2025,1,,
Terrestre,Mato Grosso do Sul,Polônia,Junho,2025,3,,
Marítima,Ceará,Polônia,Junho,2025,2,,
Marítima,Rio de Janeiro,Polônia,Junho,2025,1,,
Marítima,Santa Catarina,Polônia,Junho,2025,3,,
Aérea,Amazonas,Portugal,Junho,2025,59,,
Aérea,Pará,Portugal,Junho,2025,87,,
Aérea,Ceará,Portugal,Junho,2025,784,,
Aérea,Rio Grande do Norte,Portugal,Junho,2025,327,,
Aérea,Pernambuco,Portugal,Junho,2025,767,,
Aérea,Alagoas,Portugal,Junho,2025,67,,
Aérea,Bahia,Portugal,Junho,2025,1,,
Aérea,Bahia,Portugal,Junho,2025,859,,
Aérea,Minas Gerais,Portugal,Junho,2025,870,,
Aérea,Rio de Janeiro,Portugal,Junho,2025,2342,,
Aérea,São Paulo,Portugal,Junho,2025,1935,,
Aérea,São Paulo,Portugal,Junho,2025,3914,,
Aérea,Paraná,Portugal,Junho,2025,1,,
Aérea,Paraná,Portugal,Junho,2025,1,,
Aérea,Santa Catarina,Portugal,Junho,2025,73,,
Aérea,Rio Grande do Sul,Portugal,Junho,2025,43,,
Aérea,Distrito Federal,Portugal,Junho,2025,402,,
Terrestre,Roraima,Portugal,Junho,2025,1,,
Terrestre,Roraima,Portugal,Junho,2025,1,,
Terrestre,Amapá,Portugal,Junho,2025,5,,
Terrestre,Paraná,Portugal,Junho,2025,5,,
Terrestre,Paraná,Portugal,Junho,2025,44,,
Terrestre,Rio Grande do Sul,Portugal,Junho,2025,2,,
Terrestre,Rio Grande do Sul,Portugal,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Portugal,Junho,2025,1,,
Fluvial,Amapá,Portugal,Junho,2025,1,,
Aérea,São Paulo,Quirguistão,Junho,2025,7,,
Aérea,Bahia,Quênia,Junho,2025,2,,
Aérea,Rio de Janeiro,Quênia,Junho,2025,27,,
Aérea,São Paulo,Quênia,Junho,2025,49,,
Aérea,Mato Grosso,Quênia,Junho,2025,2,,
Aérea,Distrito Federal,Quênia,Junho,2025,1,,
Aérea,Amazonas,Reino Unido,Junho,2025,44,,
Aérea,Pará,Reino Unido,Junho,2025,21,,
Aérea,Ceará,Reino Unido,Junho,2025,127,,
Aérea,Rio Grande do Norte,Reino Unido,Junho,2025,15,,
Aérea,Pernambuco,Reino Unido,Junho,2025,87,,
Aérea,Alagoas,Reino Unido,Junho,2025,2,,
Aérea,Bahia,Reino Unido,Junho,2025,3,,
Aérea,Bahia,Reino Unido,Junho,2025,269,,
Aérea,Minas Gerais,Reino Unido,Junho,2025,39,,
Aérea,Rio de Janeiro,Reino Unido,Junho,2025,2999,,
Aérea,São Paulo,Reino Unido,Junho,2025,95,,
Aérea,São Paulo,Reino Unido,Junho,2025,4847,,
Aérea,Paraná,Reino Unido,Junho,2025,17,,
Aérea,Paraná,Reino Unido,Junho,2025,7,,
Aérea,Santa Catarina,Reino Unido,Junho,2025,41,,
Aérea,Rio Grande do Sul,Reino Unido,Junho,2025,11,,
Aérea,Distrito Federal,Reino Unido,Junho,2025,87,,
Terrestre,Acre,Reino Unido,Junho,2025,3,,
Terrestre,Amazonas,Reino Unido,Junho,2025,14,,
Terrestre,Roraima,Reino Unido,Junho,2025,1,,
Terrestre,Amapá,Reino Unido,Junho,2025,4,,
Terrestre,Paraná,Reino Unido,Junho,2025,41,,
Terrestre,Paraná,Reino Unido,Junho,2025,529,,
Terrestre,Santa Catarina,Reino Unido,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Reino Unido,Junho,2025,5,,
Terrestre,Rio Grande do Sul,Reino Unido,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Reino Unido,Junho,2025,2,,
Terrestre,Mato Grosso do Sul,Reino Unido,Junho,2025,7,,
Terrestre,Mato Grosso do Sul,Reino Unido,Junho,2025,3,,
Marítima,Pernambuco,Reino Unido,Junho,2025,2,,
Marítima,Santa Catarina,Reino Unido,Junho,2025,1,,
Aérea,São Paulo,República Centro Africana,Junho,2025,1,,
Aérea,Rio de Janeiro,República Democrática do Congo,Junho,2025,4,,
Aérea,São Paulo,República Democrática do Congo,Junho,2025,25,,
Aérea,Amazonas,República Dominicana,Junho,2025,11,,
Aérea,Rio Grande do Norte,República Dominicana,Junho,2025,1,,
Aérea,Pernambuco,República Dominicana,Junho,2025,1,,
Aérea,Bahia,República Dominicana,Junho,2025,1,,
Aérea,Minas Gerais,República Dominicana,Junho,2025,2,,
Aérea,Rio de Janeiro,República Dominicana,Junho,2025,253,,
Aérea,São Paulo,República Dominicana,Junho,2025,2,,
Aérea,São Paulo,República Dominicana,Junho,2025,1051,,
Aérea,Santa Catarina,República Dominicana,Junho,2025,3,,
Aérea,Rio Grande do Sul,República Dominicana,Junho,2025,22,,
Aérea,Distrito Federal,República Dominicana,Junho,2025,31,,
Terrestre,Acre,República Dominicana,Junho,2025,2,,
Terrestre,Amazonas,República Dominicana,Junho,2025,11,,
Terrestre,Amapá,República Dominicana,Junho,2025,19,,
Terrestre,Paraná,República Dominicana,Junho,2025,2,,
Terrestre,Paraná,República Dominicana,Junho,2025,17,,
Terrestre,Rio Grande do Sul,República Dominicana,Junho,2025,3,,
Terrestre,Rio Grande do Sul,República Dominicana,Junho,2025,1,,
Terrestre,Rio Grande do Sul,República Dominicana,Junho,2025,2,,
Terrestre,Rio Grande do Sul,República Dominicana,Junho,2025,1,,
Fluvial,Amapá,República Dominicana,Junho,2025,2,,
Aérea,Amazonas,República Tcheca,Junho,2025,2,,
Aérea,Pará,República Tcheca,Junho,2025,1,,
Aérea,Ceará,República Tcheca,Junho,2025,3,,
Aérea,Pernambuco,República Tcheca,Junho,2025,3,,
Aérea,Bahia,República Tcheca,Junho,2025,9,,
Aérea,Minas Gerais,República Tcheca,Junho,2025,1,,
Aérea,Rio de Janeiro,República Tcheca,Junho,2025,126,,
Aérea,São Paulo,República Tcheca,Junho,2025,4,,
Aérea,São Paulo,República Tcheca,Junho,2025,189,,
Aérea,Santa Catarina,República Tcheca,Junho,2025,4,,
Aérea,Rio Grande do Sul,República Tcheca,Junho,2025,2,,
Aérea,Distrito Federal,República Tcheca,Junho,2025,3,,
Terrestre,Paraná,República Tcheca,Junho,2025,8,,
Terrestre,Paraná,República Tcheca,Junho,2025,24,,
Terrestre,Rio Grande do Sul,República Tcheca,Junho,2025,1,,
Terrestre,Mato Grosso do Sul,República Tcheca,Junho,2025,1,,
Fluvial,Pará,República Tcheca,Junho,2025,1,,
Aérea,Amazonas,República da Coreia,Junho,2025,39,,
Aérea,Pará,República da Coreia,Junho,2025,3,,
Aérea,Ceará,República da Coreia,Junho,2025,3,,
Aérea,Pernambuco,República da Coreia,Junho,2025,3,,
Aérea,Bahia,República da Coreia,Junho,2025,22,,
Aérea,Bahia,República da Coreia,Junho,2025,2,,
Aérea,Minas Gerais,República da Coreia,Junho,2025,4,,
Aérea,Rio de Janeiro,República da Coreia,Junho,2025,154,,
Aérea,São Paulo,República da Coreia,Junho,2025,1,,
Aérea,São Paulo,República da Coreia,Junho,2025,1202,,
Aérea,Paraná,República da Coreia,Junho,2025,5,,
Aérea,Paraná,República da Coreia,Junho,2025,2,,
Aérea,Santa Catarina,República da Coreia,Junho,2025,3,,
Aérea,Distrito Federal,República da Coreia,Junho,2025,7,,
Terrestre,Paraná,República da Coreia,Junho,2025,53,,
Terrestre,Paraná,República da Coreia,Junho,2025,143,,
Aérea,São Paulo,República do Kosovo,Junho,2025,10,,
Aérea,Amazonas,Romênia,Junho,2025,4,,
Aérea,Pará,Romênia,Junho,2025,1,,
Aérea,Ceará,Romênia,Junho,2025,6,,
Aérea,Rio Grande do Norte,Romênia,Junho,2025,1,,
Aérea,Pernambuco,Romênia,Junho,2025,3,,
Aérea,Bahia,Romênia,Junho,2025,12,,
Aérea,Minas Gerais,Romênia,Junho,2025,1,,
Aérea,Rio de Janeiro,Romênia,Junho,2025,119,,
Aérea,São Paulo,Romênia,Junho,2025,5,,
Aérea,São Paulo,Romênia,Junho,2025,201,,
Aérea,Paraná,Romênia,Junho,2025,1,,
Aérea,Santa Catarina,Romênia,Junho,2025,3,,
Aérea,Rio Grande do Sul,Romênia,Junho,2025,2,,
Aérea,Distrito Federal,Romênia,Junho,2025,1,,
Terrestre,Paraná,Romênia,Junho,2025,9,,
Terrestre,Paraná,Romênia,Junho,2025,12,,
Marítima,Rio de Janeiro,Romênia,Junho,2025,4,,
Fluvial,Amapá,Romênia,Junho,2025,1,,
Aérea,Rio de Janeiro,Ruanda,Junho,2025,4,,
Aérea,São Paulo,Ruanda,Junho,2025,5,,
Aérea,Amazonas,Rússia,Junho,2025,8,,
Aérea,Pará,Rússia,Junho,2025,4,,
Aérea,Rio Grande do Norte,Rússia,Junho,2025,1,,
Aérea,Pernambuco,Rússia,Junho,2025,5,,
Aérea,Bahia,Rússia,Junho,2025,3,,
Aérea,Minas Gerais,Rússia,Junho,2025,1,,
Aérea,Rio de Janeiro,Rússia,Junho,2025,324,,
Aérea,São Paulo,Rússia,Junho,2025,9,,
Aérea,São Paulo,Rússia,Junho,2025,967,,
Aérea,Paraná,Rússia,Junho,2025,4,,
Aérea,Paraná,Rússia,Junho,2025,2,,
Aérea,Santa Catarina,Rússia,Junho,2025,60,,
Aérea,Rio Grande do Sul,Rússia,Junho,2025,1,,
Aérea,Distrito Federal,Rússia,Junho,2025,19,,
Terrestre,Acre,Rússia,Junho,2025,1,,
Terrestre,Roraima,Rússia,Junho,2025,1,,
Terrestre,Paraná,Rússia,Junho,2025,34,,
Terrestre,Paraná,Rússia,Junho,2025,134,,
Terrestre,Rio Grande do Sul,Rússia,Junho,2025,4,,
Terrestre,Rio Grande do Sul,Rússia,Junho,2025,4,,
Terrestre,Rio Grande do Sul,Rússia,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Rússia,Junho,2025,2,,
Terrestre,Rio Grande do Sul,Rússia,Junho,2025,8,,
Marítima,Rio de Janeiro,Rússia,Junho,2025,2,,
Aérea,Rio de Janeiro,San Marino,Junho,2025,1,,
Aérea,São Paulo,San Marino,Junho,2025,1,,
Aérea,Pará,Santa Lúcia,Junho,2025,1,,
Aérea,Minas Gerais,Santa Lúcia,Junho,2025,1,,
Aérea,Rio de Janeiro,Santa Lúcia,Junho,2025,1,,
Aérea,São Paulo,Santa Lúcia,Junho,2025,5,,
Aérea,Distrito Federal,Santa Lúcia,Junho,2025,4,,
Aérea,Bahia,Senegal,Junho,2025,1,,
Aérea,Rio de Janeiro,Senegal,Junho,2025,5,,
Aérea,São Paulo,Senegal,Junho,2025,8,,
Aérea,Distrito Federal,Senegal,Junho,2025,1,,
Aérea,São Paulo,Serra Leoa,Junho,2025,3,,
Aérea,Distrito Federal,Serra Leoa,Junho,2025,1,,
Aérea,Rio de Janeiro,Sri Lanka,Junho,2025,1,,
Aérea,São Paulo,Sri Lanka,Junho,2025,10,,
Aérea,Rio Grande do Sul,Sri Lanka,Junho,2025,1,,
Terrestre,Roraima,Sri Lanka,Junho,2025,1,,
Aérea,Rio de Janeiro,Suazilândia,Junho,2025,6,,
Aérea,São Paulo,Sudão,Junho,2025,15,,
Aérea,Amazonas,Suriname,Junho,2025,1,,
Aérea,Pará,Suriname,Junho,2025,305,,
Aérea,Ceará,Suriname,Junho,2025,1,,
Aérea,Rio de Janeiro,Suriname,Junho,2025,15,,
Aérea,São Paulo,Suriname,Junho,2025,5,,
Aérea,Rio Grande do Sul,Suriname,Junho,2025,1,,
Aérea,Distrito Federal,Suriname,Junho,2025,4,,
Terrestre,Roraima,Suriname,Junho,2025,2,,
Terrestre,Amapá,Suriname,Junho,2025,14,,
Aérea,Amazonas,Suécia,Junho,2025,13,,
Aérea,Pará,Suécia,Junho,2025,5,,
Aérea,Ceará,Suécia,Junho,2025,65,,
Aérea,Rio Grande do Norte,Suécia,Junho,2025,25,,
Aérea,Pernambuco,Suécia,Junho,2025,30,,
Aérea,Alagoas,Suécia,Junho,2025,2,,
Aérea,Bahia,Suécia,Junho,2025,34,,
Aérea,Minas Gerais,Suécia,Junho,2025,12,,
Aérea,Rio de Janeiro,Suécia,Junho,2025,360,,
Aérea,São Paulo,Suécia,Junho,2025,12,,
Aérea,São Paulo,Suécia,Junho,2025,510,,
Aérea,Paraná,Suécia,Junho,2025,1,,
Aérea,Paraná,Suécia,Junho,2025,1,,
Aérea,Rio Grande do Sul,Suécia,Junho,2025,3,,
Aérea,Distrito Federal,Suécia,Junho,2025,9,,
Terrestre,Amazonas,Suécia,Junho,2025,3,,
Terrestre,Paraná,Suécia,Junho,2025,4,,
Terrestre,Paraná,Suécia,Junho,2025,19,,
Terrestre,Rio Grande do Sul,Suécia,Junho,2025,2,,
Terrestre,Mato Grosso do Sul,Suécia,Junho,2025,3,,
Marítima,Pernambuco,Suécia,Junho,2025,2,,
Marítima,Santa Catarina,Suécia,Junho,2025,2,,
Aérea,Amazonas,Suíça,Junho,2025,24,,
Aérea,Pará,Suíça,Junho,2025,29,,
Aérea,Ceará,Suíça,Junho,2025,163,,
Aérea,Rio Grande do Norte,Suíça,Junho,2025,38,,
Aérea,Pernambuco,Suíça,Junho,2025,354,,
Aérea,Alagoas,Suíça,Junho,2025,1,,
Aérea,Bahia,Suíça,Junho,2025,184,,
Aérea,Minas Gerais,Suíça,Junho,2025,21,,
Aérea,Rio de Janeiro,Suíça,Junho,2025,629,,
Aérea,São Paulo,Suíça,Junho,2025,15,,
Aérea,São Paulo,Suíça,Junho,2025,1169,,
Aérea,Paraná,Suíça,Junho,2025,1,,
Aérea,Paraná,Suíça,Junho,2025,1,,
Aérea,Santa Catarina,Suíça,Junho,2025,11,,
Aérea,Rio Grande do Sul,Suíça,Junho,2025,1,,
Aérea,Distrito Federal,Suíça,Junho,2025,37,,
Terrestre,Acre,Suíça,Junho,2025,5,,
Terrestre,Acre,Suíça,Junho,2025,1,,
Terrestre,Amazonas,Suíça,Junho,2025,6,,
Terrestre,Paraná,Suíça,Junho,2025,23,,
Terrestre,Paraná,Suíça,Junho,2025,106,,
Terrestre,Rio Grande do Sul,Suíça,Junho,2025,2,,
Terrestre,Rio Grande do Sul,Suíça,Junho,2025,2,,
Terrestre,Rio Grande do Sul,Suíça,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Suíça,Junho,2025,2,,
Terrestre,Rio Grande do Sul,Suíça,Junho,2025,1,,
Terrestre,Mato Grosso do Sul,Suíça,Junho,2025,6,,
Terrestre,Mato Grosso do Sul,Suíça,Junho,2025,4,,
Marítima,Pernambuco,Suíça,Junho,2025,1,,
Fluvial,Pará,Suíça,Junho,2025,2,,
Aérea,Rio de Janeiro,São Cristóvão e Nevis,Junho,2025,3,,
Aérea,São Paulo,São Cristóvão e Nevis,Junho,2025,18,,
Aérea,Distrito Federal,São Cristóvão e Nevis,Junho,2025,1,,
Terrestre,Paraná,São Cristóvão e Nevis,Junho,2025,1,,
Aérea,Ceará,São Tome e Príncipe,Junho,2025,1,,
Aérea,Bahia,São Tome e Príncipe,Junho,2025,2,,
Aérea,São Paulo,São Tome e Príncipe,Junho,2025,1,,
Aérea,São Paulo,São Tome e Príncipe,Junho,2025,8,,
Aérea,Roraima,São Vicente e Granadinas,Junho,2025,2,,
Aérea,Rio de Janeiro,São Vicente e Granadinas,Junho,2025,1,,
Aérea,Distrito Federal,São Vicente e Granadinas,Junho,2025,1,,
Terrestre,Roraima,São Vicente e Granadinas,Junho,2025,1,,
Aérea,Amazonas,Sérvia,Junho,2025,2,,
Aérea,Pará,Sérvia,Junho,2025,1,,
Aérea,Ceará,Sérvia,Junho,2025,1,,
Aérea,Pernambuco,Sérvia,Junho,2025,1,,
Aérea,Bahia,Sérvia,Junho,2025,2,,
Aérea,Rio de Janeiro,Sérvia,Junho,2025,79,,
Aérea,São Paulo,Sérvia,Junho,2025,2,,
Aérea,São Paulo,Sérvia,Junho,2025,118,,
Aérea,Distrito Federal,Sérvia,Junho,2025,1,,
Terrestre,Paraná,Sérvia,Junho,2025,2,,
Aérea,Amazonas,Síria,Junho,2025,1,,
Aérea,Pará,Síria,Junho,2025,1,,
Aérea,Ceará,Síria,Junho,2025,1,,
Aérea,Rio de Janeiro,Síria,Junho,2025,2,,
Aérea,São Paulo,Síria,Junho,2025,34,,
Aérea,Ceará,Tailândia,Junho,2025,1,,
Aérea,Rio Grande do Norte,Tailândia,Junho,2025,1,,
Aérea,Rio de Janeiro,Tailândia,Junho,2025,64,,
Aérea,São Paulo,Tailândia,Junho,2025,2,,
Aérea,São Paulo,Tailândia,Junho,2025,292,,
Aérea,Santa Catarina,Tailândia,Junho,2025,1,,
Aérea,Distrito Federal,Tailândia,Junho,2025,2,,
Terrestre,Paraná,Tailândia,Junho,2025,16,,
Aérea,Amazonas,Taiwan,Junho,2025,4,,
Aérea,Minas Gerais,Taiwan,Junho,2025,1,,
Aérea,Rio de Janeiro,Taiwan,Junho,2025,27,,
Aérea,São Paulo,Taiwan,Junho,2025,1,,
Aérea,São Paulo,Taiwan,Junho,2025,217,,
Aérea,Paraná,Taiwan,Junho,2025,2,,
Aérea,Paraná,Taiwan,Junho,2025,1,,
Aérea,Rio Grande do Sul,Taiwan,Junho,2025,1,,
Aérea,Distrito Federal,Taiwan,Junho,2025,6,,
Terrestre,Paraná,Taiwan,Junho,2025,5,,
Terrestre,Paraná,Taiwan,Junho,2025,3,,
Aérea,São Paulo,Tanzânia,Junho,2025,6,,
Aérea,Mato Grosso,Tanzânia,Junho,2025,1,,
Marítima,Pernambuco,Tanzânia,Junho,2025,1,,
Aérea,Rio de Janeiro,Timor Leste,Junho,2025,5,,
Aérea,São Paulo,Timor Leste,Junho,2025,2,,
Aérea,Rio de Janeiro,Togo,Junho,2025,2,,
Aérea,São Paulo,Togo,Junho,2025,11,,
Aérea,Rio de Janeiro,Trinidad e Tobago,Junho,2025,28,,
Aérea,São Paulo,Trinidad e Tobago,Junho,2025,56,,
Aérea,Rio Grande do Sul,Trinidad e Tobago,Junho,2025,4,,
Aérea,Distrito Federal,Trinidad e Tobago,Junho,2025,11,,
Terrestre,Roraima,Trinidad e Tobago,Junho,2025,6,,
Terrestre,Roraima,Trinidad e Tobago,Junho,2025,1,,
Terrestre,Paraná,Trinidad e Tobago,Junho,2025,1,,
Terrestre,Paraná,Trinidad e Tobago,Junho,2025,1,,
Aérea,Pará,Tunísia,Junho,2025,1,,
Aérea,Ceará,Tunísia,Junho,2025,1,,
Aérea,Pernambuco,Tunísia,Junho,2025,1,,
Aérea,Bahia,Tunísia,Junho,2025,7,,
Aérea,Rio de Janeiro,Tunísia,Junho,2025,33,,
Aérea,São Paulo,Tunísia,Junho,2025,1,,
Aérea,São Paulo,Tunísia,Junho,2025,114,,
Aérea,Rio Grande do Sul,Tunísia,Junho,2025,1,,
Aérea,Amazonas,Turquia,Junho,2025,1,,
Aérea,Pernambuco,Turquia,Junho,2025,2,,
Aérea,Bahia,Turquia,Junho,2025,1,,
Aérea,Rio de Janeiro,Turquia,Junho,2025,110,,
Aérea,São Paulo,Turquia,Junho,2025,2,,
Aérea,São Paulo,Turquia,Junho,2025,864,,
Aérea,Paraná,Turquia,Junho,2025,2,,
Aérea,Santa Catarina,Turquia,Junho,2025,5,,
Aérea,Rio Grande do Sul,Turquia,Junho,2025,3,,
Aérea,Distrito Federal,Turquia,Junho,2025,7,,
Terrestre,Paraná,Turquia,Junho,2025,1,,
Terrestre,Paraná,Turquia,Junho,2025,25,,
Terrestre,Rio Grande do Sul,Turquia,Junho,2025,5,,
Terrestre,Mato Grosso do Sul,Turquia,Junho,2025,1,,
Marítima,Rio de Janeiro,Turquia,Junho,2025,2,,
Aérea,Pernambuco,Ucrânia,Junho,2025,5,,
Aérea,Bahia,Ucrânia,Junho,2025,7,,
Aérea,Minas Gerais,Ucrânia,Junho,2025,1,,
Aérea,Rio de Janeiro,Ucrânia,Junho,2025,120,,
Aérea,São Paulo,Ucrânia,Junho,2025,7,,
Aérea,São Paulo,Ucrânia,Junho,2025,199,,
Aérea,Santa Catarina,Ucrânia,Junho,2025,3,,
Aérea,Distrito Federal,Ucrânia,Junho,2025,5,,
Terrestre,Paraná,Ucrânia,Junho,2025,4,,
Terrestre,Paraná,Ucrânia,Junho,2025,17,,
Terrestre,Paraná,Ucrânia,Junho,2025,2,,
Terrestre,Rio Grande do Sul,Ucrânia,Junho,2025,1,,
Terrestre,Mato Grosso do Sul,Ucrânia,Junho,2025,2,,
Marítima,Rio de Janeiro,Ucrânia,Junho,2025,16,,
Marítima,Paraná,Ucrânia,Junho,2025,5,,
Marítima,Rio Grande do Sul,Ucrânia,Junho,2025,1,,
Aérea,Rio de Janeiro,Uganda,Junho,2025,9,,
Aérea,São Paulo,Uganda,Junho,2025,33,,
Terrestre,Paraná,Uganda,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Uganda,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Uganda,Junho,2025,2,,
Aérea,Roraima,Uruguai,Junho,2025,1,,
Aérea,Pará,Uruguai,Junho,2025,8,,
Aérea,Ceará,Uruguai,Junho,2025,20,,
Aérea,Rio Grande do Norte,Uruguai,Junho,2025,29,,
Aérea,Pernambuco,Uruguai,Junho,2025,873,,
Aérea,Alagoas,Uruguai,Junho,2025,9,,
Aérea,Bahia,Uruguai,Junho,2025,26,,
Aérea,Bahia,Uruguai,Junho,2025,1374,,
Aérea,Minas Gerais,Uruguai,Junho,2025,3,,
Aérea,Rio de Janeiro,Uruguai,Junho,2025,6573,,
Aérea,São Paulo,Uruguai,Junho,2025,6,,
Aérea,São Paulo,Uruguai,Junho,2025,4899,,
Aérea,São Paulo,Uruguai,Junho,2025,3,,
Aérea,Paraná,Uruguai,Junho,2025,122,,
Aérea,Santa Catarina,Uruguai,Junho,2025,36,,
Aérea,Rio Grande do Sul,Uruguai,Junho,2025,54,,
Aérea,Distrito Federal,Uruguai,Junho,2025,28,,
Terrestre,Rondônia,Uruguai,Junho,2025,1,,
Terrestre,Paraná,Uruguai,Junho,2025,2,,
Terrestre,Paraná,Uruguai,Junho,2025,122,,
Terrestre,Paraná,Uruguai,Junho,2025,1181,,
Terrestre,Paraná,Uruguai,Junho,2025,1,,
Terrestre,Santa Catarina,Uruguai,Junho,2025,6,,
Terrestre,Rio Grande do Sul,Uruguai,Junho,2025,1050,,
Terrestre,Rio Grande do Sul,Uruguai,Junho,2025,4846,,
Terrestre,Rio Grande do Sul,Uruguai,Junho,2025,4803,,
Terrestre,Rio Grande do Sul,Uruguai,Junho,2025,766,,
Terrestre,Rio Grande do Sul,Uruguai,Junho,2025,3960,,
Terrestre,Rio Grande do Sul,Uruguai,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Uruguai,Junho,2025,37,,
Terrestre,Rio Grande do Sul,Uruguai,Junho,2025,233,,
Terrestre,Mato Grosso do Sul,Uruguai,Junho,2025,2,,
Terrestre,Mato Grosso do Sul,Uruguai,Junho,2025,8,,
Fluvial,Rio Grande do Sul,Uruguai,Junho,2025,10,,
Fluvial,Rio Grande do Sul,Uruguai,Junho,2025,5,,
Aérea,Rio de Janeiro,Uzbequistão,Junho,2025,8,,
Aérea,São Paulo,Uzbequistão,Junho,2025,35,,
Aérea,Amazonas,Venezuela,Junho,2025,143,,
Aérea,Pará,Venezuela,Junho,2025,4,,
Aérea,Ceará,Venezuela,Junho,2025,8,,
Aérea,Rio Grande do Norte,Venezuela,Junho,2025,2,,
Aérea,Pernambuco,Venezuela,Junho,2025,21,,
Aérea,Alagoas,Venezuela,Junho,2025,2,,
Aérea,Bahia,Venezuela,Junho,2025,1,,
Aérea,Bahia,Venezuela,Junho,2025,16,,
Aérea,Minas Gerais,Venezuela,Junho,2025,20,,
Aérea,Rio de Janeiro,Venezuela,Junho,2025,1924,,
Aérea,São Paulo,Venezuela,Junho,2025,19,,
Aérea,São Paulo,Venezuela,Junho,2025,1609,,
Aérea,São Paulo,Venezuela,Junho,2025,1,,
Aérea,Paraná,Venezuela,Junho,2025,20,,
Aérea,Paraná,Venezuela,Junho,2025,43,,
Aérea,Santa Catarina,Venezuela,Junho,2025,356,,
Aérea,Rio Grande do Sul,Venezuela,Junho,2025,33,,
Aérea,Distrito Federal,Venezuela,Junho,2025,159,,
Terrestre,Rondônia,Venezuela,Junho,2025,6,,
Terrestre,Acre,Venezuela,Junho,2025,16,,
Terrestre,Acre,Venezuela,Junho,2025,1,,
Terrestre,Amazonas,Venezuela,Junho,2025,27,,
Terrestre,Roraima,Venezuela,Junho,2025,10,,
Terrestre,Roraima,Venezuela,Junho,2025,6842,,
Terrestre,Amapá,Venezuela,Junho,2025,1,,
Terrestre,Paraná,Venezuela,Junho,2025,49,,
Terrestre,Paraná,Venezuela,Junho,2025,188,,
Terrestre,Paraná,Venezuela,Junho,2025,2,,
Terrestre,Santa Catarina,Venezuela,Junho,2025,2,,
Terrestre,Rio Grande do Sul,Venezuela,Junho,2025,2,,
Terrestre,Rio Grande do Sul,Venezuela,Junho,2025,40,,
Terrestre,Rio Grande do Sul,Venezuela,Junho,2025,10,,
Terrestre,Rio Grande do Sul,Venezuela,Junho,2025,1,,
Terrestre,Rio Grande do Sul,Venezuela,Junho,2025,7,,
Terrestre,Rio Grande do Sul,Venezuela,Junho,2025,8,,
Terrestre,Rio Grande do Sul,Venezuela,Junho,2025,29,,
Terrestre,Mato Grosso do Sul,Venezuela,Junho,2025,69,,
Terrestre,Mato Grosso do Sul,Venezuela,Junho,2025,1,,
Fluvial,Rio Grande do Sul,Venezuela,Junho,2025,1,,
Fluvial,Rio Grande do Sul,Venezuela,Junho,2025,4,,
Aérea,Pernambuco,Vietnã,Junho,2025,1,,
Aérea,Rio de Janeiro,Vietnã,Junho,2025,39,,
Aérea,São Paulo,Vietnã,Junho,2025,1,,
Aérea,São Paulo,Vietnã,Junho,2025,31,,
Aérea,Santa Catarina,Vietnã,Junho,2025,1,,
Aérea,Distrito Federal,Vietnã,Junho,2025,1,,
Aérea,Rio de Janeiro,Zimbábue,Junho,2025,39,,
Aérea,São Paulo,Zimbábue,Junho,2025,27,,
Terrestre,Roraima,Zimbábue,Junho,2025,1,,
Aérea,São Paulo,Zâmbia,Junho,2025,10,,
Aérea,Amazonas,África do Sul,Junho,2025,3,,
Aérea,Pará,África do Sul,Junho,2025,1,,
Aérea,Ceará,África do Sul,Junho,2025,4,,
Aérea,Bahia,África do Sul,Junho,2025,1,,
Aérea,Minas Gerais,África do Sul,Junho,2025,3,,
Aérea,Rio de Janeiro,África do Sul,Junho,2025,85,,
Aérea,São Paulo,África do Sul,Junho,2025,1,,
Aérea,São Paulo,África do Sul,Junho,2025,1070,,
Aérea,São Paulo,África do Sul,Junho,2025,3,,
Aérea,Santa Catarina,África do Sul,Junho,2025,2,,
Aérea,Mato Grosso,África do Sul,Junho,2025,1,,
Aérea,Distrito Federal,África do Sul,Junho,2025,4,,
Terrestre,Paraná,África do Sul,Junho,2025,4,,
Terrestre,Paraná,África do Sul,Junho,2025,11,,
Terrestre,Rio Grande do Sul,África do Sul,Junho,2025,2,,
Terrestre,Rio Grande do Sul,África do Sul,Junho,2025,1,,
Terrestre,Mato Grosso do Sul,África do Sul,Junho,2025,2,,
